"genus_species","genus","family","class","order","kingdom","db","db_code","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","longevity_y","male_maturity_d","female_body_mass_g","male_body_mass_g","unsexed_body_mass_g","female_body_mass_at_maturity_g","growth_rate","unk_body_mass_g","wing_length_mm","trophic_level","trophic_niche","min_latitude_deg","max_latitude_deg","range_size_km2","body_length_mm","qualitative_body_size","trophic_guild","population_density_n_per_ha","male_wing_length_mm","female_wing_length_mm","unsexed_wing_length_mm","unsexed_body_length_cm","mean_unsexed_wing_length_mm","mean_male_wing_length_mm","mean_female_wing_length_mm","litter_or_clutch_size_n_min","litter_or_clutch_size_n_max","litter_or_clutch_size_n_mean","maturity_d","median_dispersal_distance_km","maximum_dispersal_distance_km","primary_source"
"Cinclosoma castaneothorax","Cinclosoma","Psophodidae","Aves","Passeriformes","Animalia","gbif","GBIF:2495064",NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.6,90.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Cinclosoma cinnamomeum","Cinclosoma","Psophodidae","Aves","Passeriformes","Animalia","gbif","GBIF:2495065",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.6,85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Struthidea cinerea","Struthidea","Corcoracidae","Aves","Passeriformes","Animalia","gbif","GBIF:2494854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Falcunculus frontatus","Falcunculus","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482606",NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Oreoica gutturalis","Oreoica","Oreoicidae","Aves","Passeriformes","Animalia","gbif","GBIF:5229497",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.9,105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Aleadryas rufinucha","Aleadryas","Oreoicidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pachycephala olivacea","Pachycephala","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5959175",NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pachycephala rufogularis","Pachycephala","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5959179",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.2,109.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pachycephala inornata","Pachycephala","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5959161",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.6,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pachycephala simplex","Pachycephala","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5959192",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pachycephala pectoralis","Pachycephala","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5959188",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.5,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pachycephala soror","Pachycephala","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5959181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pachycephala melanura","Pachycephala","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5959174",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.2,82.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pachycephala schlegelii","Pachycephala","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5959169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pachycephala lanioides","Pachycephala","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5959173",NA,NA,NA,NA,NA,NA,NA,NA,NA,41,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,98.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Colluricincla megarhyncha","Colluricincla","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482354",NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.9,91.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Colluricincla boweri","Colluricincla","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482353",NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.9,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Colluricincla woodwardi","Colluricincla","Pachycephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482356",NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6,54.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.1,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pitohui nigrescens","Pitohui","Corvidae",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Eulacestoma nigropectus","Eulacestoma","Neosittidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Gymnorhinus cyanocephalus","Gymnorhinus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:5229498",NA,NA,NA,NA,NA,NA,NA,NA,NA,99,111,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.14,145.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Cyanocitta cristata","Cyanocitta","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482593",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.34,121.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Cyanocitta stelleri","Cyanocitta","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482598",NA,NA,NA,NA,NA,NA,NA,NA,NA,92,96,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Aphelocoma californica","Aphelocoma","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482414",NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7,98.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Aphelocoma ultramarina","Aphelocoma","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482395",NA,NA,NA,NA,NA,NA,NA,NA,NA,128.8,131.5,119.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.5,163.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Cyanocorax yncas","Cyanocorax","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482565",NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4,88.3,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Garrulus glandarius","Garrulus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:5229493",NA,NA,NA,NA,NA,NA,NA,NA,NA,163.5,171.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.5,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Perisoreus infaustus","Perisoreus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482449",NA,NA,NA,NA,NA,NA,NA,NA,NA,81.8,87.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.3,140.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Perisoreus canadensis","Perisoreus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482436",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.2,139.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pica pica","Pica","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:5229490",NA,NA,NA,NA,NA,NA,NA,NA,NA,220,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.6,192.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pica nuttalli","Pica","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:5229489",NA,NA,NA,NA,NA,NA,NA,NA,NA,142.1,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.2,180.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Nucifraga columbiana","Nucifraga","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482614",NA,NA,NA,NA,NA,NA,NA,NA,NA,123,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Nucifraga caryocatactes","Nucifraga","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482613",NA,NA,NA,NA,NA,NA,NA,NA,NA,188,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.2,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pyrrhocorax pyrrhocorax","Pyrrhocorax","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482552",NA,NA,NA,NA,NA,NA,NA,NA,NA,236.3,273.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,271.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Pyrrhocorax graculus","Pyrrhocorax","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482553",NA,NA,NA,NA,NA,NA,NA,NA,NA,212.5,248.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.4,258.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Corvus monedula","Corvus","Corvidae",NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.2,230.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Corvus frugilegus","Corvus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482513",NA,NA,NA,NA,NA,NA,NA,NA,NA,418,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.9,306.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Corvus brachyrhynchos","Corvus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482507",NA,NA,NA,NA,NA,NA,NA,NA,NA,376.4,423,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.5,294.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Corvus ossifragus","Corvus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482481",NA,NA,NA,NA,NA,NA,NA,NA,NA,270.2,299.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284.9,270.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Corvus corone","Corvus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:9409796",NA,NA,NA,NA,NA,NA,NA,NA,NA,512,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.5,318.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Corvus coronoides","Corvus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Corvus cryptoleucus","Corvus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482500",NA,NA,NA,NA,NA,NA,NA,NA,NA,512,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Corvus corax","Corvus","Corvidae","Aves","Passeriformes","Animalia","gbif","GBIF:2482492",NA,NA,NA,NA,NA,NA,NA,NA,NA,1147.1,1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.4,412.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Loboparadisea sericea","Loboparadisea","Cnemophilidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Cnemophilus loriae","Cnemophilus","Cnemophilidae","Aves","Passeriformes","Animalia","gbif","GBIF:2492274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Lophorina superba","Lophorina","Paradisaeidae","Aves","Passeriformes","Animalia","gbif","GBIF:2494916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Ptiloris magnificus","Ptiloris","Paradisaeidae","Aves","Passeriformes","Animalia","gbif","GBIF:2494897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Astrapia stephaniae","Astrapia","Paradisaeidae","Aves","Passeriformes","Animalia","gbif","GBIF:2494867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Paradisaea raggiana","Paradisaea","Paradisaeidae","Aves","Passeriformes","Animalia","gbif","GBIF:2494861",NA,NA,NA,NA,NA,NA,NA,NA,NA,185,272,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Cracticus mentalis","Cracticus","Cracticidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Cracticus nigrogularis","Cracticus","Cracticidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Cracticus quoyi","Cracticus","Cracticidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Artamus leucorynchus","Artamus","Corvidae","Aves","Passeriformes","Animalia","ncbi","NCBI:175024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Artamus cinereus","Artamus","Artamidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Artamus cyanopterus","Artamus","Artamidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Artamus minor","Artamus","Artamidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Peltops montanus","Peltops","Cracticidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Oriolus szalayi","Oriolus","Oriolidae","Aves","Passeriformes","Animalia","gbif","GBIF:2488969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Oriolus sagittatus","Oriolus","Oriolidae","Aves","Passeriformes","Animalia","gbif","GBIF:2488959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Oriolus flavocinctus","Oriolus","Oriolidae","Aves","Passeriformes","Animalia","gbif","GBIF:2488973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Oriolus oriolus","Oriolus","Oriolidae","Aves","Passeriformes","Animalia","gbif","GBIF:2488949",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8,69.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.9,151.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Oriolus auratus","Oriolus","Oriolidae","Aves","Passeriformes","Animalia","gbif","GBIF:2488960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Oriolus larvatus","Oriolus","Oriolidae","Aves","Passeriformes","Animalia","gbif","GBIF:2488966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4,67.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Coracina caeruleogrisea","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Coracina papuensis","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486777",NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,71.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Coracina pectoralis","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Coracina caesia","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Coracina tenuirostris","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Coracina montana","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Lalage tricolor","Lalage","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Campephaga flava","Campephaga","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486745",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Rhipidura rufiventris","Rhipidura","Rhipiduridae","Aves","Passeriformes","Animalia","gbif","GBIF:5231729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
"Rhipidura threnothorax","Rhipidura","Rhipiduridae","Aves","Passeriformes","Animalia","gbif","GBIF:5231748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lislevand_et_al_2007"
