reported_name,reported_name_fixed,scientificName,kingdom,phylum,class,order,family,db,db_code,ObservationType,Source,Field,DispersalDistance,Code,Database,Unit,Sex,Study duration (days),Comments
Castor canadensis,Castor canadensis,Castor canadensis,Animalia,Chordata,Mammalia,Rodentia,Castoridae,gbif,GBIF:2439838,natural dispersal,(McNew & Woolf 2005),Mean,3.03,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Castor canadensis,Castor canadensis,Castor canadensis,Animalia,Chordata,Mammalia,Rodentia,Castoridae,gbif,GBIF:2439838,natural dispersal,(McNew & Woolf 2005),Mean,4.02,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Erethizon dorsatum,Erethizon dorsatum,Erethizon dorsatus,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,gbif,GBIF:6066824,natural dispersal,(Roze 1989),Mean,4.99,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Erethizon dorsatum,Erethizon dorsatum,Erethizon dorsatus,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,gbif,GBIF:6066824,natural dispersal,(Roze 1989),Mean,3.75,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Cynomys ludovicianus,Cynomys ludovicianus,Cynomys ludovicianus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437232,natural dispersal,(Tileston & Lechleitner 1966),Mean,0.19,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Cynomys ludovicianus,Cynomys ludovicianus,Cynomys ludovicianus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437232,natural dispersal,(Garrett & Franklin 1988),Mean,2.4,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Pteromys volans,Pteromys volans,Pteromys volans,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437258,natural dispersal,(Hanski & Selonen 2009),Mean,1.77,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Pteromys volans,Pteromys volans,Pteromys volans,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437258,natural dispersal,(Hanski & Selonen 2009),Mean,2.53,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Marmota caudata aurea,Marmota caudata aurea,NA,NA,NA,NA,NA,NA,NA,NA,natural dispersal,(Blumstein &Arnold 1998),Mean,0.26,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus franklinii,Spermophilus franklinii,Poliocitellus franklinii,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:7946545,natural dispersal,(Martin & Heske 2005),Mean,1.35,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus franklinii,Spermophilus franklinii,Poliocitellus franklinii,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:7946545,natural dispersal,(Martin & Heske 2005),Mean,0.92,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus townsendii *,Spermophilus townsendii *,NA,NA,NA,NA,NA,NA,NA,NA,natural dispersal,(Olson & Van Horne 1998),Mean,0.515,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus beldingi,Spermophilus beldingi,Urocitellus beldingi,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:8428945,natural dispersal,(Holekamp 1984),Mean,0.328,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus beldingi,Spermophilus beldingi,Urocitellus beldingi,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:8428945,natural dispersal,(Holekamp 1984),Mean,0.406,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus beldingi,Spermophilus beldingi,Urocitellus beldingi,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:8428945,natural dispersal,(Holekamp 1986),Mean,0.272,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus beldingi,Spermophilus beldingi,Urocitellus beldingi,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:8428945,natural dispersal,(Holekamp 1986),Mean,0.259,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus mohavensis,Spermophilus mohavensis,Xerospermophilus mohavensis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:7781204,natural dispersal,"(Harris, Leitner & Edwards 2005)",Mean,1.536,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus mohavensis,Spermophilus mohavensis,Xerospermophilus mohavensis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:7781204,natural dispersal,"(Harris, Leitner & Edwards 2005)",Mean,0.505,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus tridecemliniatus,Spermophilus tridecemliniatus,Ictidomys tridecemlineatus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:7994322,natural dispersal,(Rongstad 1965),Mean,0.083,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Spermophilus tridecemliniatus,Spermophilus tridecemliniatus,Ictidomys tridecemlineatus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:7994322,natural dispersal,(Rongstad 1965),Mean,0.053,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Sciurus niger,Sciurus niger,Sciurus niger,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:5219683,natural dispersal,(Fitch 1958),Mean,0.58,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Sciurus niger,Sciurus niger,Sciurus niger,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:5219683,natural dispersal,(Fitch 1958),Mean,0.622,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Sciurus vulgaris,Sciurus vulgaris,Sciurus vulgaris,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:8211070,natural dispersal,(Wauters & Dhondt 1993),Mean,0.255,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Sciurus vulgaris,Sciurus vulgaris,Sciurus vulgaris,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:8211070,natural dispersal,(Wauters & Dhondt 1993),Mean,0.293,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Sciurus vulgaris,Sciurus vulgaris,Sciurus vulgaris,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:8211070,natural dispersal,(Wauters et al. 2010),Mean,0.935,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Sciurus vulgaris,Sciurus vulgaris,Sciurus vulgaris,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:8211070,natural dispersal,(Wauters et al. 2010),Mean,1.104,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Tamias sibiricus,Tamias sibiricus,Tamias sibiricus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437450,natural dispersal,"(Marmet, Pisanu & Chapuis 2011)",Mean,0.168,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Tamias sibiricus,Tamias sibiricus,Tamias sibiricus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437450,natural dispersal,"(Marmet, Pisanu & Chapuis 2011)",Mean,0.083,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Tamias striatus listeri,Tamias striatus listeri,NA,NA,NA,NA,NA,NA,NA,NA,natural dispersal,(Burt 1940),Mean,0.33,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Tamias striatus listeri,Tamias striatus listeri,NA,NA,NA,NA,NA,NA,NA,NA,natural dispersal,(Burt 1940),Mean,0.342,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Tamias striatus,Tamias striatus,Tamias striatus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437438,natural dispersal,"(da Silva, Mahan & da Silva 2002)",Mean,0.213,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Tamias striatus,Tamias striatus,Tamias striatus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437438,natural dispersal,"(da Silva, Mahan & da Silva 2002)",Mean,0.028,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437282,natural dispersal,(Berteaux & Boutin 2000),Mean,0.107,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437282,natural dispersal,(Berteaux & Boutin 2000),Mean,0.085,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,gbif,GBIF:2437282,natural dispersal,(Larsen & Boutin 1994),Mean,0,MeanDispersalDistance,Santini et al. 2013,km,,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Muscardinus avellanarius,Muscardinus avellanarius,Muscardinus avellanarius,Animalia,Chordata,Mammalia,Rodentia,Gliridae,gbif,GBIF:2439658,natural dispersal,(Juskaitis 1997),Mean,0.215,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Muscardinus avellanarius,Muscardinus avellanarius,Muscardinus avellanarius,Animalia,Chordata,Mammalia,Rodentia,Gliridae,gbif,GBIF:2439658,natural dispersal,(Büchner 2008),Mean,0.375,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Muscardinus avellanarius,Muscardinus avellanarius,Muscardinus avellanarius,Animalia,Chordata,Mammalia,Rodentia,Gliridae,gbif,GBIF:2439658,natural dispersal,(Büchner 2008),Mean,0.598,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Dipodomys merriami,Dipodomys merriami,Dipodomys merriami,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,gbif,GBIF:2439521,natural dispersal,(Zeng & Brown 1987),Mean,0.054,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Dipodomys merriami,Dipodomys merriami,Dipodomys merriami,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,gbif,GBIF:2439521,natural dispersal,(Zeng & Brown 1987),Mean,0.044,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Dipodomys stephensi,Dipodomys stephensi,Dipodomys stephensi,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,gbif,GBIF:2439542,natural dispersal,"(Price, Kelly & Goldingay 1994)",Mean,0.04,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Dipodomys stephensi,Dipodomys stephensi,Dipodomys stephensi,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,gbif,GBIF:2439542,natural dispersal,"(Price, Kelly & Goldingay 1994)",Mean,0.035,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Notomys alexis,Notomys alexis,Notomys alexis,Animalia,Chordata,Mammalia,Rodentia,Muridae,gbif,GBIF:2438970,natural dispersal,(Letnic 2002),Mean,1.3,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Notomys alexis,Notomys alexis,Notomys alexis,Animalia,Chordata,Mammalia,Rodentia,Muridae,gbif,GBIF:2438970,natural dispersal,(Letnic 2002),Mean,1.1,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Pseudomys hermannsburgensis *,Pseudomys hermannsburgensis *,NA,NA,NA,NA,NA,NA,NA,NA,natural dispersal,(Letnic 2002),Mean,2.1,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Calomys musculinus,Calomys musculinus,Calomys musculinus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2437951,natural dispersal,(Sommaro et al. 2010),Mean,0.015,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Calomys musculinus,Calomys musculinus,Calomys musculinus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2437951,natural dispersal,(Sommaro et al. 2010),Mean,0.016,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Calomys musculinus,Calomys musculinus,Calomys musculinus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2437951,natural dispersal,(Sommaro et al. 2010),Mean,0.013,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Calomys venustus,Calomys venustus,Calomys venustus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:4265148,natural dispersal,(Priotto et al. 2004),Mean,0.025,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Calomys venustus,Calomys venustus,Calomys venustus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:4265148,natural dispersal,(Priotto et al. 2004),Mean,0.03,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Calomys venustus,Calomys venustus,Calomys venustus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:4265148,natural dispersal,(Priotto et al. 2004),Mean,0.02,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Arvicola amphibius,Arvicola amphibius,Arvicola amphibius,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:4265185,post release dispersal,"(Fisher, Lambin & Yletyinen 2009)",Mean,0.476,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Arvicola amphibius,Arvicola amphibius,Arvicola amphibius,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:4265185,post release dispersal,"(Fisher, Lambin & Yletyinen 2009)",Mean,0.175,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Arvicola amphibius,Arvicola amphibius,Arvicola amphibius,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:4265185,natural dispersal,(Telfer et al. 2003),Mean,1.8,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Myodes rufocanus,Myodes rufocanus,Myodes rufocanus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:5706769,natural dispersal,(Saitoh 1995),Mean,0.065,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Myodes rufocanus,Myodes rufocanus,Myodes rufocanus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:5706769,natural dispersal,(Saitoh 1995),Mean,0.035,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Microtus agrestis,Microtus agrestis,Microtus agrestis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438616,natural dispersal,(Sandell et al. 1990),Mean,0.058,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Microtus agrestis,Microtus agrestis,Microtus agrestis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438616,natural dispersal,(Sandell et al. 1990),Mean,0.029,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Microtus townsendii,Microtus townsendii,Microtus townsendii,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438612,natural dispersal,(Lambin 1994),Mean,0.0194,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Microtus townsendii,Microtus townsendii,Microtus townsendii,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438612,natural dispersal,(Lambin 1994),Mean,0.0124,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Microtus xanthognathus,Microtus xanthognathus,Microtus xanthognathus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438664,natural dispersal,(Wolff & Lidicker Jr 1980),Mean,0.38,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Microtus xanthognathus,Microtus xanthognathus,Microtus xanthognathus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438664,natural dispersal,(Wolff & Lidicker Jr 1980),Mean,0.3,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Peromyscus leucopus,Peromyscus leucopus,Peromyscus leucopus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438019,natural dispersal,(Burt 1940),Mean,0.228,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Peromyscus leucopus,Peromyscus leucopus,Peromyscus leucopus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438019,natural dispersal,(Burt 1940),Mean,0.247,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Peromyscus leucopus,Peromyscus leucopus,Peromyscus leucopus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438019,natural dispersal,(Keane 1990),Mean,0.109,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Peromyscus leucopus,Peromyscus leucopus,Peromyscus leucopus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438019,natural dispersal,(Keane 1990),Mean,0.088,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Peromyscus leucopus,Peromyscus leucopus,Peromyscus leucopus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438019,natural dispersal,(Glass et al. 1991),Mean,0.087,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Peromyscus leucopus,Peromyscus leucopus,Peromyscus leucopus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,gbif,GBIF:2438019,natural dispersal,(Glass et al. 1991),Mean,0.071,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
"Peromyscus polionotus
ammobates","Peromyscus polionotus
ammobates",NA,NA,NA,NA,NA,NA,NA,NA,natural dispersal,(Swilling Jr & Wooten 2002),Mean,0.175,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
"Peromyscus polionotus
ammobates","Peromyscus polionotus
ammobates",NA,NA,NA,NA,NA,NA,NA,NA,natural dispersal,(Swilling Jr & Wooten 2002),Mean,0.14,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Ochotona collaris,Ochotona collaris,Ochotona collaris,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,gbif,GBIF:2437020,natural dispersal,(Franken & Hik 2004),Mean,0.332,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Ochotona princeps,Ochotona princeps,Ochotona princeps,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,gbif,GBIF:2436982,natural dispersal,(Peacock & Smith 1997),Mean,0.09,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Oryctolagus cuniculus,Oryctolagus cuniculus,Oryctolagus cuniculus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,gbif,GBIF:2436940,natural dispersal,(Parer 1982),Mean,0.535,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Lepus americanus,Lepus americanus,Lepus americanus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,gbif,GBIF:2436794,natural dispersal,(O'Farrell 1965),Mean,7.177,MeanDispersalDistance,Santini et al. 2013,km,mf,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Antilocapra americana,Antilocapra americana,Antilocapra americana,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,gbif,GBIF:2440902,natural dispersal,(Jacques & Jenks 2007),Mean,54.21,MeanDispersalDistance,Santini et al. 2013,km,m,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
Antilocapra americana,Antilocapra americana,Antilocapra americana,Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,gbif,GBIF:2440902,natural dispersal,(Jacques & Jenks 2007),Mean,26.35,MeanDispersalDistance,Santini et al. 2013,km,f,,"different dispersal distances were used (juvenile, secondary and breeding dispersal distances); perhaps should use year as study duration as breeding dispersal typically between years?"
"Giraffa camelopardalis
thornicrofti","Giraffa camelopardalis
