"X","SpeciesChecked","Taxa","Group","BodyLength","Database","Field","Unit","Code","Comment","kingdom","phylum","class","order","family","genus","species","new_name","group","temp","valid_species_name","SpeciesChecked.1","spnameoriginal"
"605","Hippoglossoides platessoides","Hippoglossoides platessoides","Pleuronectiformes","82.5999984741211","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","platessoides","Hippoglossoides_platessoides","vertebrate","ectotherme","yes","Hippoglossoides platessoides","Hippoglossoides_platessoides"
"6061","Amblyraja radiata","Amblyraja radiata","Rajiformes","105","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","radiata","Amblyraja_radiata","vertebrate","ectotherme","yes","Amblyraja radiata","Amblyraja_radiata"
"6072","Merluccius bilinearis","Merluccius bilinearis","Gadiformes","76","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","bilinearis","Merluccius_bilinearis","vertebrate","ectotherme","yes","Merluccius bilinearis","Merluccius_bilinearis"
"6083","Gadus morhua","Gadus morhua","Gadiformes","200","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","morhua","Gadus_morhua","vertebrate","ectotherme","yes","Gadus morhua","Gadus_morhua"
"6091","Anarhichas lupus","Anarhichas lupus","Perciformes","150","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","lupus","Anarhichas_lupus","vertebrate","ectotherme","yes","Anarhichas lupus","Anarhichas_lupus"
"6105","Anarhichas lupus","Anarhichas lupus","Perciformes","150","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","lupus","Anarhichas_lupus","vertebrate","ectotherme","yes","Anarhichas lupus","Anarhichas_lupus"
"6112","Pollachius virens","Pollachius virens","Gadiformes","130","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Pollachius","virens","Pollachius_virens","vertebrate","ectotherme","yes","Pollachius virens","Pollachius_virens"
"6122","Brosme brosme","Brosme brosme","Gadiformes","120","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","Brosme","brosme","Brosme_brosme","vertebrate","ectotherme","yes","Brosme brosme","Brosme_brosme"
"6131","Anarhichas lupus","Anarhichas lupus","Perciformes","150","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","lupus","Anarhichas_lupus","vertebrate","ectotherme","yes","Anarhichas lupus","Anarhichas_lupus"
"6141","Urophycis tenuis","Urophycis tenuis","Gadiformes","133","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","tenuis","Urophycis_tenuis","vertebrate","ectotherme","yes","Urophycis tenuis","Urophycis_tenuis"
"6151","Urophycis tenuis","Urophycis tenuis","Gadiformes","133","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","tenuis","Urophycis_tenuis","vertebrate","ectotherme","yes","Urophycis tenuis","Urophycis_tenuis"
"6161","Brosme brosme","Brosme brosme","Gadiformes","120","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","Brosme","brosme","Brosme_brosme","vertebrate","ectotherme","yes","Brosme brosme","Brosme_brosme"
"617","Urophycis chuss","Urophycis chuss","Gadiformes","66","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","chuss","Urophycis_chuss","vertebrate","ectotherme","yes","Urophycis chuss","Urophycis_chuss"
"6181","Gadus morhua","Gadus morhua","Gadiformes","200","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","morhua","Gadus_morhua","vertebrate","ectotherme","yes","Gadus morhua","Gadus_morhua"
"6191","Amblyraja radiata","Amblyraja radiata","Rajiformes","105","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","radiata","Amblyraja_radiata","vertebrate","ectotherme","yes","Amblyraja radiata","Amblyraja_radiata"
"620","Limanda ferruginea","Limanda ferruginea","Pleuronectiformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","ferruginea","Limanda_ferruginea","vertebrate","ectotherme","yes","Limanda ferruginea","Limanda_ferruginea"
"621","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Pleuronectiformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","americanus","Pseudopleuronectes_americanus","vertebrate","ectotherme","yes","Pseudopleuronectes americanus","Pseudopleuronectes_americanus"
"6221","Helicolenus dactylopterus","Helicolenus dactylopterus","Perciformes","50","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Sebastidae","Helicolenus","dactylopterus","Helicolenus_dactylopterus","vertebrate","ectotherme","yes","Helicolenus dactylopterus","Helicolenus_dactylopterus"
"6234","Clupea harengus","Clupea harengus","Clupeiformes","45","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","harengus","Clupea_harengus","vertebrate","ectotherme","yes","Clupea harengus","Clupea_harengus"
"624","Scophthalmus aquosus","Scophthalmus aquosus","Pleuronectiformes","45.7000007629395","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","aquosus","Scophthalmus_aquosus","vertebrate","ectotherme","yes","Scophthalmus aquosus","Scophthalmus_aquosus"
"6251","Merluccius bilinearis","Merluccius bilinearis","Gadiformes","76","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","bilinearis","Merluccius_bilinearis","vertebrate","ectotherme","yes","Merluccius bilinearis","Merluccius_bilinearis"
"6262","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Gadiformes","112","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","aeglefinus","Melanogrammus_aeglefinus","vertebrate","ectotherme","yes","Melanogrammus aeglefinus","Melanogrammus_aeglefinus"
"6271","Urophycis regia","Urophycis regia","Gadiformes","41","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","regia","Urophycis_regia","vertebrate","ectotherme","yes","Urophycis regia","Urophycis_regia"
"6283","Alosa sapidissima","Alosa sapidissima","Clupeiformes","76","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","sapidissima","Alosa_sapidissima","vertebrate","ectotherme","yes","Alosa sapidissima","Alosa_sapidissima"
"6291","Helicolenus dactylopterus","Helicolenus dactylopterus","Perciformes","50","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Sebastidae","Helicolenus","dactylopterus","Helicolenus_dactylopterus","vertebrate","ectotherme","yes","Helicolenus dactylopterus","Helicolenus_dactylopterus"
"630","Urophycis chuss","Urophycis chuss","Gadiformes","66","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","chuss","Urophycis_chuss","vertebrate","ectotherme","yes","Urophycis chuss","Urophycis_chuss"
"631","Scophthalmus aquosus","Scophthalmus aquosus","Pleuronectiformes","45.7000007629395","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","aquosus","Scophthalmus_aquosus","vertebrate","ectotherme","yes","Scophthalmus aquosus","Scophthalmus_aquosus"
"632","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Pleuronectiformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","americanus","Pseudopleuronectes_americanus","vertebrate","ectotherme","yes","Pseudopleuronectes americanus","Pseudopleuronectes_americanus"
"633","Hemitripterus americanus","Hemitripterus americanus","Perciformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Agonidae","Hemitripterus","americanus","Hemitripterus_americanus","vertebrate","ectotherme","yes","Hemitripterus americanus","Hemitripterus_americanus"
"6342","Urophycis regia","Urophycis regia","Gadiformes","41","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","regia","Urophycis_regia","vertebrate","ectotherme","yes","Urophycis regia","Urophycis_regia"
"6351","Clupea harengus","Clupea harengus","Clupeiformes","45","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","harengus","Clupea_harengus","vertebrate","ectotherme","yes","Clupea harengus","Clupea_harengus"
"636","Zoarces americanus","Zoarces americanus","Perciformes","110","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces","americanus","Zoarces_americanus","vertebrate","ectotherme","yes","Zoarces americanus","Zoarces_americanus"
"6372","Alosa sapidissima","Alosa sapidissima","Clupeiformes","76","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","sapidissima","Alosa_sapidissima","vertebrate","ectotherme","yes","Alosa sapidissima","Alosa_sapidissima"
"6381","Merluccius bilinearis","Merluccius bilinearis","Gadiformes","76","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","bilinearis","Merluccius_bilinearis","vertebrate","ectotherme","yes","Merluccius bilinearis","Merluccius_bilinearis"
"639","Scophthalmus aquosus","Scophthalmus aquosus","Pleuronectiformes","45.7000007629395","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","aquosus","Scophthalmus_aquosus","vertebrate","ectotherme","yes","Scophthalmus aquosus","Scophthalmus_aquosus"
"6403","Merluccius bilinearis","Merluccius bilinearis","Gadiformes","76","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","bilinearis","Merluccius_bilinearis","vertebrate","ectotherme","yes","Merluccius bilinearis","Merluccius_bilinearis"
"6413","Urophycis regia","Urophycis regia","Gadiformes","41","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","regia","Urophycis_regia","vertebrate","ectotherme","yes","Urophycis regia","Urophycis_regia"
"642","Limanda ferruginea","Limanda ferruginea","Pleuronectiformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","ferruginea","Limanda_ferruginea","vertebrate","ectotherme","yes","Limanda ferruginea","Limanda_ferruginea"
"643","Leucoraja ocellata","Leucoraja ocellata","Rajiformes","110","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","ocellata","Leucoraja_ocellata","vertebrate","ectotherme","yes","Leucoraja ocellata","Leucoraja_ocellata"
"644","Myoxocephalus octodecemspinosus","Myoxocephalus octodecemspinosus","Perciformes","46","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Cottidae","Myoxocephalus","octodecemspinosus","Myoxocephalus_octodecemspinosus","vertebrate","ectotherme","yes","Myoxocephalus octodecemspinosus","Myoxocephalus_octodecemspinosus"
"6452","Clupea harengus","Clupea harengus","Clupeiformes","45","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","harengus","Clupea_harengus","vertebrate","ectotherme","yes","Clupea harengus","Clupea_harengus"
"6461","Gadus morhua","Gadus morhua","Gadiformes","200","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","morhua","Gadus_morhua","vertebrate","ectotherme","yes","Gadus morhua","Gadus_morhua"
"6471","Lophius americanus","Lophius americanus","Lophiiformes","120","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Lophiiformes","Lophiidae","Lophius","americanus","Lophius_americanus","vertebrate","ectotherme","yes","Lophius americanus","Lophius_americanus"
"648","Leucoraja ocellata","Leucoraja ocellata","Rajiformes","110","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","ocellata","Leucoraja_ocellata","vertebrate","ectotherme","yes","Leucoraja ocellata","Leucoraja_ocellata"
"6492","Alosa pseudoharengus","Alosa pseudoharengus","Clupeiformes","40","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","pseudoharengus","Alosa_pseudoharengus","vertebrate","ectotherme","yes","Alosa pseudoharengus","Alosa_pseudoharengus"
"6504","Myoxocephalus octodecemspinosus","Myoxocephalus octodecemspinosus","Perciformes","46","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Cottidae","Myoxocephalus","octodecemspinosus","Myoxocephalus_octodecemspinosus","vertebrate","ectotherme","yes","Myoxocephalus octodecemspinosus","Myoxocephalus_octodecemspinosus"
"651","Hemitripterus americanus","Hemitripterus americanus","Perciformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Agonidae","Hemitripterus","americanus","Hemitripterus_americanus","vertebrate","ectotherme","yes","Hemitripterus americanus","Hemitripterus_americanus"
"6522","Lophius americanus","Lophius americanus","Lophiiformes","120","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Lophiiformes","Lophiidae","Lophius","americanus","Lophius_americanus","vertebrate","ectotherme","yes","Lophius americanus","Lophius_americanus"
"653","Leucoraja ocellata","Leucoraja ocellata","Rajiformes","110","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","ocellata","Leucoraja_ocellata","vertebrate","ectotherme","yes","Leucoraja ocellata","Leucoraja_ocellata"
"6542","Gadus morhua","Gadus morhua","Gadiformes","200","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","morhua","Gadus_morhua","vertebrate","ectotherme","yes","Gadus morhua","Gadus_morhua"
"655","Urophycis chuss","Urophycis chuss","Gadiformes","66","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","chuss","Urophycis_chuss","vertebrate","ectotherme","yes","Urophycis chuss","Urophycis_chuss"
"6561","Gadus morhua","Gadus morhua","Gadiformes","200","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","morhua","Gadus_morhua","vertebrate","ectotherme","yes","Gadus morhua","Gadus_morhua"
"657","Myoxocephalus octodecemspinosus","Myoxocephalus octodecemspinosus","Perciformes","46","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Cottidae","Myoxocephalus","octodecemspinosus","Myoxocephalus_octodecemspinosus","vertebrate","ectotherme","yes","Myoxocephalus octodecemspinosus","Myoxocephalus_octodecemspinosus"
"658","Hippoglossina oblonga","Hippoglossina oblonga","Pleuronectiformes","41","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Hippoglossina","oblonga","Hippoglossina_oblonga","vertebrate","ectotherme","yes","Hippoglossina oblonga","Hippoglossina_oblonga"
"6591","Lophius americanus","Lophius americanus","Lophiiformes","120","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Lophiiformes","Lophiidae","Lophius","americanus","Lophius_americanus","vertebrate","ectotherme","yes","Lophius americanus","Lophius_americanus"
"660","Zoarces americanus","Zoarces americanus","Perciformes","110","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces","americanus","Zoarces_americanus","vertebrate","ectotherme","yes","Zoarces americanus","Zoarces_americanus"
"661","Limanda ferruginea","Limanda ferruginea","Pleuronectiformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","ferruginea","Limanda_ferruginea","vertebrate","ectotherme","yes","Limanda ferruginea","Limanda_ferruginea"
"6624","Helicolenus dactylopterus","Helicolenus dactylopterus","Perciformes","50","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Sebastidae","Helicolenus","dactylopterus","Helicolenus_dactylopterus","vertebrate","ectotherme","yes","Helicolenus dactylopterus","Helicolenus_dactylopterus"
"6631","Scomber scombrus","Scomber scombrus","Scombriformes","60","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Scombriformes","Scombridae","Scomber","scombrus","Scomber_scombrus","vertebrate","ectotherme","yes","Scomber scombrus","Scomber_scombrus"
"6641","Squalus acanthias","Squalus acanthias","Squaliformes","160","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus","acanthias","Squalus_acanthias","vertebrate","ectotherme","yes","Squalus acanthias","Squalus_acanthias"
"6651","Scomber scombrus","Scomber scombrus","Scombriformes","60","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Scombriformes","Scombridae","Scomber","scombrus","Scomber_scombrus","vertebrate","ectotherme","yes","Scomber scombrus","Scomber_scombrus"
"666","Paralichthys dentatus","Paralichthys dentatus","Pleuronectiformes","94","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","dentatus","Paralichthys_dentatus","vertebrate","ectotherme","yes","Paralichthys dentatus","Paralichthys_dentatus"
"6672","Squalus acanthias","Squalus acanthias","Squaliformes","160","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus","acanthias","Squalus_acanthias","vertebrate","ectotherme","yes","Squalus acanthias","Squalus_acanthias"
"6681","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Gadiformes","112","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","aeglefinus","Melanogrammus_aeglefinus","vertebrate","ectotherme","yes","Melanogrammus aeglefinus","Melanogrammus_aeglefinus"
"669","Hippoglossina oblonga","Hippoglossina oblonga","Pleuronectiformes","41","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Hippoglossina","oblonga","Hippoglossina_oblonga","vertebrate","ectotherme","yes","Hippoglossina oblonga","Hippoglossina_oblonga"
"670","Zoarces americanus","Zoarces americanus","Perciformes","110","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces","americanus","Zoarces_americanus","vertebrate","ectotherme","yes","Zoarces americanus","Zoarces_americanus"
"671","Paralichthys dentatus","Paralichthys dentatus","Pleuronectiformes","94","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","dentatus","Paralichthys_dentatus","vertebrate","ectotherme","yes","Paralichthys dentatus","Paralichthys_dentatus"
"6721","Alosa sapidissima","Alosa sapidissima","Clupeiformes","76","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","sapidissima","Alosa_sapidissima","vertebrate","ectotherme","yes","Alosa sapidissima","Alosa_sapidissima"
"6732","Alosa pseudoharengus","Alosa pseudoharengus","Clupeiformes","40","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","pseudoharengus","Alosa_pseudoharengus","vertebrate","ectotherme","yes","Alosa pseudoharengus","Alosa_pseudoharengus"
"674","Leucoraja erinacea","Leucoraja erinacea","Rajiformes","54","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","erinacea","Leucoraja_erinacea","vertebrate","ectotherme","yes","Leucoraja erinacea","Leucoraja_erinacea"
"675","Hippoglossina oblonga","Hippoglossina oblonga","Pleuronectiformes","41","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Hippoglossina","oblonga","Hippoglossina_oblonga","vertebrate","ectotherme","yes","Hippoglossina oblonga","Hippoglossina_oblonga"
"6761","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Gadiformes","112","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","aeglefinus","Melanogrammus_aeglefinus","vertebrate","ectotherme","yes","Melanogrammus aeglefinus","Melanogrammus_aeglefinus"
"677","Paralichthys dentatus","Paralichthys dentatus","Pleuronectiformes","94","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","dentatus","Paralichthys_dentatus","vertebrate","ectotherme","yes","Paralichthys dentatus","Paralichthys_dentatus"
"678","Leucoraja erinacea","Leucoraja erinacea","Rajiformes","54","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","erinacea","Leucoraja_erinacea","vertebrate","ectotherme","yes","Leucoraja erinacea","Leucoraja_erinacea"
"679","Limanda ferruginea","Limanda ferruginea","Pleuronectiformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","ferruginea","Limanda_ferruginea","vertebrate","ectotherme","yes","Limanda ferruginea","Limanda_ferruginea"
"680","Hemitripterus americanus","Hemitripterus americanus","Perciformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Agonidae","Hemitripterus","americanus","Hemitripterus_americanus","vertebrate","ectotherme","yes","Hemitripterus americanus","Hemitripterus_americanus"
"6811","Leucoraja erinacea","Leucoraja erinacea","Rajiformes","54","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","erinacea","Leucoraja_erinacea","vertebrate","ectotherme","yes","Leucoraja erinacea","Leucoraja_erinacea"
"682","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Pleuronectiformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","americanus","Pseudopleuronectes_americanus","vertebrate","ectotherme","yes","Pseudopleuronectes americanus","Pseudopleuronectes_americanus"
"6833","Scomber scombrus","Scomber scombrus","Scombriformes","60","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Scombriformes","Scombridae","Scomber","scombrus","Scomber_scombrus","vertebrate","ectotherme","yes","Scomber scombrus","Scomber_scombrus"
"6842","Squalus acanthias","Squalus acanthias","Squaliformes","160","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus","acanthias","Squalus_acanthias","vertebrate","ectotherme","yes","Squalus acanthias","Squalus_acanthias"
"6851","Alosa pseudoharengus","Alosa pseudoharengus","Clupeiformes","40","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Alosa","pseudoharengus","Alosa_pseudoharengus","vertebrate","ectotherme","yes","Alosa pseudoharengus","Alosa_pseudoharengus"
"686","Urophycis chuss","Urophycis chuss","Gadiformes","66","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","chuss","Urophycis_chuss","vertebrate","ectotherme","yes","Urophycis chuss","Urophycis_chuss"
"687","Lycodes brevipes","Lycodes brevipes","Perciformes","30","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","brevipes","Lycodes_brevipes","vertebrate","ectotherme","yes","Lycodes brevipes","Lycodes_brevipes"
"6881","Pleuronectes quadrituberculatus","Pleuronectes quadrituberculatus","Pleuronectiformes","87","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","quadrituberculatus","Pleuronectes_quadrituberculatus","vertebrate","ectotherme","yes","Pleuronectes quadrituberculatus","Pleuronectes_quadrituberculatus"
"689","Lycodes palearis","Lycodes palearis","Perciformes","51","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","palearis","Lycodes_palearis","vertebrate","ectotherme","yes","Lycodes palearis","Lycodes_palearis"
"690","Hippoglossoides robustus","Hippoglossoides robustus","Pleuronectiformes","30","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","robustus","Hippoglossoides_robustus","vertebrate","ectotherme","yes","Hippoglossoides robustus","Hippoglossoides_robustus"
"6914","Thaleichthys pacificus","Thaleichthys pacificus","Osmeriformes","34","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys","pacificus","Thaleichthys_pacificus","vertebrate","ectotherme","yes","Thaleichthys pacificus","Thaleichthys_pacificus"
"6921","Platichthys stellatus","Platichthys stellatus","Pleuronectiformes","91","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","stellatus","Platichthys_stellatus","vertebrate","ectotherme","yes","Platichthys stellatus","Platichthys_stellatus"
