"X","SpeciesChecked","Taxa","Group","BodyLength","Database","Field","Unit","Code","Comment","kingdom","phylum","class","order","family","genus","species","new_name","group","temp","valid_species_name","SpeciesChecked.1","spnameoriginal"
"5654","Agonus cataphractus","Agonus cataphractus","Animalia","21","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Agonidae","Agonus","cataphractus","Agonus_cataphractus","vertebrate","ectotherme","yes","Agonus cataphractus","Agonus_cataphractus"
"5725","Pomatoschistus minutus","Pomatoschistus minutus","Animalia","7.2","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gobiiformes","Gobiidae","Pomatoschistus","minutus","Pomatoschistus_minutus","vertebrate","ectotherme","yes","Pomatoschistus minutus","Pomatoschistus_minutus"
"9851","Gadus morhua","Gadus morhua","Animalia","116.258333333333","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","morhua","Gadus_morhua","vertebrate","ectotherme","yes","Gadus morhua","Gadus_morhua"
"12151","Callionymus lyra","Callionymus lyra","Animalia","30","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Syngnathiformes","Callionymidae","Callionymus","lyra","Callionymus_lyra","vertebrate","ectotherme","yes","Callionymus lyra","Callionymus_lyra"
"12592","Syngnathus acus","Syngnathus acus","Animalia","21.4","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus","acus","Syngnathus_acus","vertebrate","ectotherme","yes","Syngnathus acus","Syngnathus_acus"
"13111","Molva molva","Molva molva","Animalia","200","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","Molva","molva","Molva_molva","vertebrate","ectotherme","yes","Molva molva","Molva_molva"
"13371","Scomber scombrus","Scomber scombrus","Animalia","50","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Scombriformes","Scombridae","Scomber","scombrus","Scomber_scombrus","vertebrate","ectotherme","yes","Scomber scombrus","Scomber_scombrus"
"14414","Clupea harengus","Clupea harengus","Animalia","31.7866666666667","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","harengus","Clupea_harengus","vertebrate","ectotherme","yes","Clupea harengus","Clupea_harengus"
"14691","Trisopterus luscus","Trisopterus luscus","Animalia","46","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Trisopterus","luscus","Trisopterus_luscus","vertebrate","ectotherme","yes","Trisopterus luscus","Trisopterus_luscus"
"15391","Zeus faber","Zeus faber","Animalia","59.8","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Zeiformes","Zeidae","Zeus","faber","Zeus_faber","vertebrate","ectotherme","yes","Zeus faber","Zeus_faber"
"16612","Platichthys flesus","Platichthys flesus","Animalia","58","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","flesus","Platichthys_flesus","vertebrate","ectotherme","yes","Platichthys flesus","Platichthys_flesus"
"16813","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Animalia","77.9642857142857","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","aeglefinus","Melanogrammus_aeglefinus","vertebrate","ectotherme","yes","Melanogrammus aeglefinus","Melanogrammus_aeglefinus"
"18281","Eutrigla gurnardus","Eutrigla gurnardus","Animalia","36","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Triglidae","Eutrigla","gurnardus","Eutrigla_gurnardus","vertebrate","ectotherme","yes","Eutrigla gurnardus","Eutrigla_gurnardus"
"1861","Salmo salar","Salmo salar","Animalia","136.166666666667","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","salar","Salmo_salar","vertebrate","ectotherme","yes","Salmo salar","Salmo_salar"
"21101","Merlangius merlangus","Merlangius merlangus","Animalia","45.9","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Merlangius","merlangus","Merlangius_merlangus","vertebrate","ectotherme","yes","Merlangius merlangus","Merlangius_merlangus"
"24192","Hippoglossoides platessoides","Hippoglossoides platessoides","Animalia","80.5571428571428","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","platessoides","Hippoglossoides_platessoides","vertebrate","ectotherme","yes","Hippoglossoides platessoides","Hippoglossoides_platessoides"
"25241","Anarhichas lupus","Anarhichas lupus","Animalia","148","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","lupus","Anarhichas_lupus","vertebrate","ectotherme","yes","Anarhichas lupus","Anarhichas_lupus"
"27711","Leptoclinus maculatus","Leptoclinus maculatus","Animalia","22.7","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Stichaeidae","Leptoclinus","maculatus","Leptoclinus_maculatus","vertebrate","ectotherme","yes","Leptoclinus maculatus","Leptoclinus_maculatus"
"28041","Echiichthys vipera","Echiichthys vipera","Animalia","15","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Trachinidae","Echiichthys","vipera","Echiichthys_vipera","vertebrate","ectotherme","yes","Echiichthys vipera","Echiichthys_vipera"
"28161","Solea solea","Solea solea","Animalia","62","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Solea","solea","Solea_solea","vertebrate","ectotherme","yes","Solea solea","Solea_solea"
"29381","Squalus acanthias","Squalus acanthias","Animalia","125","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus","acanthias","Squalus_acanthias","vertebrate","ectotherme","yes","Squalus acanthias","Squalus_acanthias"
"29821","Amblyraja radiata","Amblyraja radiata","Animalia","105.308333333333","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","radiata","Amblyraja_radiata","vertebrate","ectotherme","yes","Amblyraja radiata","Amblyraja_radiata"
"29831","Atherina presbyter","Atherina presbyter","Animalia","14","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae","Atherina","presbyter","Atherina_presbyter","vertebrate","ectotherme","yes","Atherina presbyter","Atherina_presbyter"
"29852","Dicentrarchus labrax","Dicentrarchus labrax","Animalia","86.5166666666667","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","Dicentrarchus","labrax","Dicentrarchus_labrax","vertebrate","ectotherme","yes","Dicentrarchus labrax","Dicentrarchus_labrax"
"29941","Sprattus sprattus","Sprattus sprattus","Animalia","14.44","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","sprattus","Sprattus_sprattus","vertebrate","ectotherme","yes","Sprattus sprattus","Sprattus_sprattus"
"31531","Brama brama","Brama brama","Animalia","100","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Scombriformes","Bramidae","Brama","brama","Brama_brama","vertebrate","ectotherme","yes","Brama brama","Brama_brama"
"32841","Buglossidium luteum","Buglossidium luteum","Animalia","13.7","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Buglossidium","luteum","Buglossidium_luteum","vertebrate","ectotherme","yes","Buglossidium luteum","Buglossidium_luteum"
"37541","Trisopterus esmarkii","Trisopterus esmarkii","Animalia","21.4444444444444","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Trisopterus","esmarkii","Trisopterus_esmarkii","vertebrate","ectotherme","yes","Trisopterus esmarkii","Trisopterus_esmarkii"
"39311","Fistularia petimba","Fistularia petimba","Animalia","200","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Syngnathiformes","Fistulariidae","Fistularia","petimba","Fistularia_petimba","vertebrate","ectotherme","yes","Fistularia petimba","Fistularia_petimba"
"39341","Synodus foetens","Synodus foetens","Animalia","48.3","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Aulopiformes","Synodontidae","Synodus","foetens","Synodus_foetens","vertebrate","ectotherme","yes","Synodus foetens","Synodus_foetens"
"39361","Synodus poeyi","Synodus poeyi","Animalia","25","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Aulopiformes","Synodontidae","Synodus","poeyi","Synodus_poeyi","vertebrate","ectotherme","yes","Synodus poeyi","Synodus_poeyi"
"39421","Halieutichthys aculeatus","Halieutichthys aculeatus","Animalia","10","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Lophiiformes","Ogcocephalidae","Halieutichthys","aculeatus","Halieutichthys_aculeatus","vertebrate","ectotherme","yes","Halieutichthys aculeatus","Halieutichthys_aculeatus"
"39441","Lagodon rhomboides","Lagodon rhomboides","Animalia","25.5","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Spariformes","Sparidae","Lagodon","rhomboides","Lagodon_rhomboides","vertebrate","ectotherme","yes","Lagodon rhomboides","Lagodon_rhomboides"
"39521","Peprilus triacanthus","Peprilus triacanthus","Animalia","30.5","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Scombriformes","Stromateidae","Peprilus","triacanthus","Peprilus_triacanthus","vertebrate","ectotherme","yes","Peprilus triacanthus","Peprilus_triacanthus"
"39531","Prionotus carolinus","Prionotus carolinus","Animalia","38","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Triglidae","Prionotus","carolinus","Prionotus_carolinus","vertebrate","ectotherme","yes","Prionotus carolinus","Prionotus_carolinus"
"39571","Scomber japonicus","Scomber japonicus","Animalia","70","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Scombriformes","Scombridae","Scomber","japonicus","Scomber_japonicus","vertebrate","ectotherme","yes","Scomber japonicus","Scomber_japonicus"
"39621","Stephanolepis hispidus","Stephanolepis hispidus","Animalia","27.5","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Monacanthidae","Stephanolepis","hispidus","Stephanolepis_hispidus","vertebrate","ectotherme","yes","Stephanolepis hispidus","Stephanolepis_hispidus"
"39641","Trachurus lathami","Trachurus lathami","Animalia","24","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Carangiformes","Carangidae","Trachurus","lathami","Trachurus_lathami","vertebrate","ectotherme","yes","Trachurus lathami","Trachurus_lathami"
"39651","Urophycis regia","Urophycis regia","Animalia","41","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","regia","Urophycis_regia","vertebrate","ectotherme","yes","Urophycis regia","Urophycis_regia"
"39722","Lophius americanus","Lophius americanus","Animalia","112","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Lophiiformes","Lophiidae","Lophius","americanus","Lophius_americanus","vertebrate","ectotherme","yes","Lophius americanus","Lophius_americanus"
"39731","Porichthys plectrodon","Porichthys plectrodon","Animalia","29","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys","plectrodon","Porichthys_plectrodon","vertebrate","ectotherme","yes","Porichthys plectrodon","Porichthys_plectrodon"
"39741","Prionotus stearnsi","Prionotus stearnsi","Animalia","17.5","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Triglidae","Prionotus","stearnsi","Prionotus_stearnsi","vertebrate","ectotherme","yes","Prionotus stearnsi","Prionotus_stearnsi"
"39881","Leiostomus xanthurus","Leiostomus xanthurus","Animalia","36","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Leiostomus","xanthurus","Leiostomus_xanthurus","vertebrate","ectotherme","yes","Leiostomus xanthurus","Leiostomus_xanthurus"
"39981","Malacocephalus occidentalis","Malacocephalus occidentalis","Animalia","45","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Macrouridae","Malacocephalus","occidentalis","Malacocephalus_occidentalis","vertebrate","ectotherme","yes","Malacocephalus occidentalis","Malacocephalus_occidentalis"
"40061","Sardinella aurita","Sardinella aurita","Animalia","34","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","aurita","Sardinella_aurita","vertebrate","ectotherme","yes","Sardinella aurita","Sardinella_aurita"
"40092","Anchoa hepsetus","Anchoa hepsetus","Animalia","15.3","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Anchoa","hepsetus","Anchoa_hepsetus","vertebrate","ectotherme","yes","Anchoa hepsetus","Anchoa_hepsetus"
"40121","Etropus crossotus","Etropus crossotus","Animalia","15.7","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Etropus","crossotus","Etropus_crossotus","vertebrate","ectotherme","yes","Etropus crossotus","Etropus_crossotus"
"40231","Micropogonias undulatus","Micropogonias undulatus","Animalia","52.1","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Micropogonias","undulatus","Micropogonias_undulatus","vertebrate","ectotherme","yes","Micropogonias undulatus","Micropogonias_undulatus"
"40311","Chloroscombrus chrysurus","Chloroscombrus chrysurus","Animalia","42.5","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Carangiformes","Carangidae","Chloroscombrus","chrysurus","Chloroscombrus_chrysurus","vertebrate","ectotherme","yes","Chloroscombrus chrysurus","Chloroscombrus_chrysurus"
"40351","Helicolenus dactylopterus","Helicolenus dactylopterus","Animalia","42.125","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Sebastidae","Helicolenus","dactylopterus","Helicolenus_dactylopterus","vertebrate","ectotherme","yes","Helicolenus dactylopterus","Helicolenus_dactylopterus"
"40441","Urophycis chuss","Urophycis chuss","Animalia","66","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Phycidae","Urophycis","chuss","Urophycis_chuss","vertebrate","ectotherme","yes","Urophycis chuss","Urophycis_chuss"
"40671","Paralichthys dentatus","Paralichthys dentatus","Animalia","94","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","dentatus","Paralichthys_dentatus","vertebrate","ectotherme","yes","Paralichthys dentatus","Paralichthys_dentatus"
"40702","Saurida brasiliensis","Saurida brasiliensis","Animalia","25","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Aulopiformes","Synodontidae","Saurida","brasiliensis","Saurida_brasiliensis","vertebrate","ectotherme","yes","Saurida brasiliensis","Saurida_brasiliensis"
"40792","Lutjanus campechanus","Lutjanus campechanus","Animalia","104","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","campechanus","Lutjanus_campechanus","vertebrate","ectotherme","yes","Lutjanus campechanus","Lutjanus_campechanus"
"40842","Hippoglossina oblonga","Hippoglossina oblonga","Animalia","41","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Hippoglossina","oblonga","Hippoglossina_oblonga","vertebrate","ectotherme","yes","Hippoglossina oblonga","Hippoglossina_oblonga"
"41472","Peprilus burti","Peprilus burti","Animalia","19","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Scombriformes","Stromateidae","Peprilus","burti","Peprilus_burti","vertebrate","ectotherme","yes","Peprilus burti","Peprilus_burti"
"41481","Centropristis philadelphica","Centropristis philadelphica","Animalia","30","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Centropristis","philadelphica","Centropristis_philadelphica","vertebrate","ectotherme","yes","Centropristis philadelphica","Centropristis_philadelphica"
"41501","Scophthalmus aquosus","Scophthalmus aquosus","Animalia","45.7","BioTIME","TR_Mean_LengthMax","mm","BodyLengthMean",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus","aquosus","Scophthalmus_aquosus","vertebrate","ectotherme","yes","Scophthalmus aquosus","Scophthalmus_aquosus"
