"reported_name","reported_name_fixed","scientificName","kingdom","phylum","class","order","family","db","db_code","ObservationType","Source","Field","DispersalDistance","Code","Database","Unit","Sex"
"Senecio jacobaea","Senecio jacobaea","Senecio jacobaea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8965572",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","36","MaxDispersalDistance","Jenkins","m",NA
"Senecio vulgaris","Senecio vulgaris","Senecio vulgaris","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3108983",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","1200","MaxDispersalDistance","Jenkins","m",NA
"Sequoiadendron giganteum","Sequoiadendron giganteum","Sequoiadendron giganteum","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif","GBIF:2684120",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","10.488","MaxDispersalDistance","Jenkins","m",NA
"Setaria parviflora","Setaria parviflora","Setaria parviflora","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289679",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","0.39","MaxDispersalDistance","Jenkins","m",NA
"Setaria verticillata","Setaria verticillata","Setaria verticillata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289686",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","3.28","MaxDispersalDistance","Jenkins","m",NA
"Silene rupestris","Silene rupestris","Silene rupestris","Plantae",NA,"Magnoliopsida","Caryophyllales","Caryophyllaceae","itis","ITIS:823562",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","10","MaxDispersalDistance","Jenkins","m",NA
"Sitta europaea","Sitta europaea","Sitta europaea","Animalia","Chordata","Aves","Passeriformes","Sittidae","gbif","GBIF:2484916",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","24100","MaxDispersalDistance","Jenkins","m",NA
"Solidago alpestris","Solidago alpestris","Solidago virgaurea","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:6446462",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","4","MaxDispersalDistance","Jenkins","m",NA
"Sonchus arvensis","Sonchus arvensis","Sonchus arvensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3105813",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","1100","MaxDispersalDistance","Jenkins","m",NA
"Sonchus oleraceus","Sonchus oleraceus","Sonchus oleraceus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8228544",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","6.56","MaxDispersalDistance","Jenkins","m",NA
"Spergularia marina","Spergularia marina","Spergularia marina","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","gbif","GBIF:7736551",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","340","MaxDispersalDistance","Jenkins","m",NA
"Otospermophilus beecheyi","Otospermophilus beecheyi","Otospermophilus beecheyi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8080937",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","1440","MaxDispersalDistance","Jenkins","m",NA
"Urocitellus beldingi","Urocitellus beldingi","Urocitellus beldingi","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","gbif","GBIF:8428945",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","328","MaxDispersalDistance","Jenkins","m",NA
"Spodoptera exigua","Spodoptera exigua","Spodoptera exigua","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:8352161",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","3230000","MaxDispersalDistance","Jenkins","m",NA
"Sporobolus airoides","Sporobolus airoides","Sporobolus airoides","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704783",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","15.2","MaxDispersalDistance","Jenkins","m",NA
"Squalus acanthias","Squalus acanthias","Squalus acanthias","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","gbif","GBIF:5216368",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","8700000","MaxDispersalDistance","Jenkins","m",NA
"Squalus megalops","Squalus megalops","Squalus megalops","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","gbif","GBIF:5216351",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","39000","MaxDispersalDistance","Jenkins","m",NA
"Stipa comata","Stipa comata","Stipa comata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704464",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","100","MaxDispersalDistance","Jenkins","m",NA
"Streptopelia turtur","Streptopelia turtur","Streptopelia turtur","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495708",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","30400","MaxDispersalDistance","Jenkins","m",NA
"Streptopelia decaocto","Streptopelia decaocto","Streptopelia decaocto","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495696",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","59900","MaxDispersalDistance","Jenkins","m",NA
"Strix aluco","Strix aluco","Strix aluco","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:9282206",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","35300","MaxDispersalDistance","Jenkins","m",NA
"Strix nebulosa","Strix nebulosa","Strix nebulosa","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:2497522",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","50000","MaxDispersalDistance","Jenkins","m",NA
"Sturnus vulgaris","Sturnus vulgaris","Sturnus vulgaris","Animalia","Chordata","Aves","Passeriformes","Sturnidae","gbif","GBIF:9809229",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","65700","MaxDispersalDistance","Jenkins","m",NA
"Sylvia atricapilla","Sylvia atricapilla","Sylvia atricapilla","Animalia","Chordata","Aves","Passeriformes","Sylviidae","gbif","GBIF:2492956",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","117000","MaxDispersalDistance","Jenkins","m",NA
"Sylvia communis","Sylvia communis","Sylvia communis","Animalia","Chordata","Aves","Passeriformes","Sylviidae","gbif","GBIF:2492943",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","52400","MaxDispersalDistance","Jenkins","m",NA
"Sylvia curruca","Sylvia curruca","Sylvia curruca","Animalia","Chordata","Aves","Passeriformes","Sylviidae","gbif","GBIF:2492960",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","80900","MaxDispersalDistance","Jenkins","m",NA
"Syrphus ribessii","Syrphus ribessii","Syrphus ribesii","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:1537266",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","1290000","MaxDispersalDistance","Jenkins","m",NA
"Taraxacum officinale","Taraxacum officinale","Taraxacum officinale","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5394163",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","620","MaxDispersalDistance","Jenkins","m",NA
"Taxodium distichum","Taxodium distichum","Taxodium distichum","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","gbif","GBIF:2684191",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","1800","MaxDispersalDistance","Jenkins","m",NA
"Thomomys bottae","Thomomys bottae","Thomomys bottae","Animalia","Chordata","Mammalia","Rodentia","Geomyidae","gbif","GBIF:2439385",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","300","MaxDispersalDistance","Jenkins","m",NA
"Tilia americana","Tilia americana","Tilia americana","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","gbif","GBIF:3152042",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","15","MaxDispersalDistance","Jenkins","m",NA
"Toxostoma curvirostre","Toxostoma curvirostre","Toxostoma curvirostre","Animalia","Chordata","Aves","Passeriformes","Mimidae","gbif","GBIF:5231688",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","30000","MaxDispersalDistance","Jenkins","m",NA
"Tragopogon porrifolius","Tragopogon porrifolius","Tragopogon porrifolius","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5386938",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","5.77","MaxDispersalDistance","Jenkins","m",NA
"Tragopogon pratensis","Tragopogon pratensis","Tragopogon pratensis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:5386897",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","1900","MaxDispersalDistance","Jenkins","m",NA
"Trichosurus vulpecula","Trichosurus vulpecula","Trichosurus vulpecula","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","gbif","GBIF:2440254",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","12800","MaxDispersalDistance","Jenkins","m",NA
"Trifolium arvense","Trifolium arvense","Trifolium arvense","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359246",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","0.75","MaxDispersalDistance","Jenkins","m",NA
"Trifolium dubium","Trifolium dubium","Trifolium dubium","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5359429",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","10","MaxDispersalDistance","Jenkins","m",NA
"Trillium ovatum","Trillium ovatum","Trillium ovatum","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","gbif","GBIF:2742413",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","1.8","MaxDispersalDistance","Jenkins","m",NA
"Ichthyosaura alpestris","Ichthyosaura alpestris","Ichthyosaura alpestris","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:2431783",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","500","MaxDispersalDistance","Jenkins","m",NA
"Lissotriton vulgaris","Lissotriton vulgaris","Lissotriton vulgaris","Animalia","Chordata","Amphibia","Caudata","Salamandridae","gbif","GBIF:5218405",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","182","MaxDispersalDistance","Jenkins","m",NA
"Troglodytes troglodytes","Troglodytes troglodytes","Troglodytes troglodytes","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","gbif","GBIF:5231438",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","38300","MaxDispersalDistance","Jenkins","m",NA
"Tsuga canadensis","Tsuga canadensis","Tsuga canadensis","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","gbif","GBIF:2687182",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","1600","MaxDispersalDistance","Jenkins","m",NA
"Turdus merula","Turdus merula","Turdus merula","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490719",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","355000","MaxDispersalDistance","Jenkins","m",NA
"Turdus philomelos","Turdus philomelos","Turdus philomelos","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:7901064",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","50200","MaxDispersalDistance","Jenkins","m",NA
"Turdus viscivorus","Turdus viscivorus","Turdus viscivorus","Animalia","Chordata","Aves","Passeriformes","Turdidae","gbif","GBIF:2490774",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","43100","MaxDispersalDistance","Jenkins","m",NA
"Tussilago farfara","Tussilago farfara","Tussilago farfara","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3149879",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","4000","MaxDispersalDistance","Jenkins","m",NA
"Tympanuchus cupido","Tympanuchus cupido","Tympanuchus cupido","Animalia","Chordata","Aves","Galliformes","Phasianidae","gbif","GBIF:2473510",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","10800","MaxDispersalDistance","Jenkins","m",NA
"Typha latifolia","Typha latifolia","Typha latifolia","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","gbif","GBIF:5289423",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","5400","MaxDispersalDistance","Jenkins","m",NA
"Tyto alba","Tyto alba","Tyto alba","Animalia","Chordata","Aves","Strigiformes","Tytonidae","gbif","GBIF:2497921",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","97100","MaxDispersalDistance","Jenkins","m",NA
"Verbascum thapsus","Verbascum thapsus","Verbascum thapsus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","gbif","GBIF:3171949",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","13","MaxDispersalDistance","Jenkins","m",NA
"Viola blanda","Viola blanda","Viola blanda","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331300",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","3.8","MaxDispersalDistance","Jenkins","m",NA
"Viola eriocarpa","Viola eriocarpa","Viola pubescens","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331338",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","5.4","MaxDispersalDistance","Jenkins","m",NA
"Viola odorata","Viola odorata","Viola odorata","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331181",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","50","MaxDispersalDistance","Jenkins","m",NA
"Viola sororia","Viola sororia","Viola sororia","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Violaceae","gbif","GBIF:5331238",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","4.8","MaxDispersalDistance","Jenkins","m",NA
"Vipera berus","Vipera berus","Vipera berus","Animalia","Chordata","Reptilia","Squamata","Viperidae","gbif","GBIF:5960862",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","1300","MaxDispersalDistance","Jenkins","m",NA
"Vireo griseus","Vireo griseus","Vireo griseus","Animalia","Chordata","Aves","Passeriformes","Vireonidae","gbif","GBIF:2487413",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","20000","MaxDispersalDistance","Jenkins","m",NA
"Vulpes vulpes","Vulpes vulpes","Vulpes vulpes","Animalia","Chordata","Mammalia","Carnivora","Canidae","gbif","GBIF:5219243",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","395000","MaxDispersalDistance","Jenkins","m",NA
"Vulpia ciliata","Vulpia ciliata","Vulpia ciliata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289596",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","1.1","MaxDispersalDistance","Jenkins","m",NA
"Xiphias gladius","Xiphias gladius","Xiphias gladius","Animalia","Chordata","Actinopterygii","Perciformes","Xiphiidae","gbif","GBIF:2397850",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","3050000","MaxDispersalDistance","Jenkins","m",NA
"Zenaida macroura","Zenaida macroura","Zenaida macroura","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495347",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","4800","MaxDispersalDistance","Jenkins","m",NA
"Zonotrichia leucophrys","Zonotrichia leucophrys","Zonotrichia leucophrys","Animalia","Chordata","Aves","Passeriformes","Emberizidae","gbif","GBIF:5231132",NA,NA,"Max._Indiv._Dispersal_Distance_(m)","2600","MaxDispersalDistance","Jenkins","m",NA
"Acer negundo","Acer negundo","Acer negundo","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189866",NA,"S‰umel I, Kowarik I. Urban rivers as dispersal corridors for primarily wind-dispersed invasive tree species. Landscape and Urban Planning. 2010;94:244-249","Mean.dispersal.distance.m.","541.0342084","MeanDispersalDistance","Flores","m",NA
"Acer platanoides","Acer platanoides","Acer platanoides","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","gbif","GBIF:3189846",NA,"Martin PH, Canham CD. Dispersal and recruitment limitation in native versus exotic tree species: life-history strategies and Janzen-Connell effects. Oikos. 2010;119(5):807-824","Mean.dispersal.distance.m.","5.5","MeanDispersalDistance","Flores","m",NA
"Aegilops triuncialis","Aegilops triuncialis","Aegilops triuncialis","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:5289793",NA,"Thomson DM. Do source-sink dynamics promote the spread of an invasive grass into a novel habitat? Ecology. 2007;88(12):3126-3134","Mean.dispersal.distance.m.","0.4","MeanDispersalDistance","Flores","m",NA
"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","gbif","GBIF:3190653",NA,"Landenberger RE, Kota NL, McGraw JB. Seed dispersal of the non-native invasive tree Ailanthus altissima into contrasting environments. Plant Ecology. 2006;192(1):55-70","Mean.dispersal.distance.m.","30.73","MeanDispersalDistance","Flores","m",NA
"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","gbif","GBIF:3190653",NA,"Martin PH, Canham CD. Dispersal and recruitment limitation in native versus exotic tree species: life-history strategies and Janzen-Connell effects. Oikos. 2010;119(5):807-824","Mean.dispersal.distance.m.","13.5","MeanDispersalDistance","Flores","m",NA
"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","gbif","GBIF:3190653",NA,"Kaproth MA, Mcgraw JB. Seed Viability and Dispersal of the Wind-Dispersed Invasive Ailanthus altissima in Aqueous Environments. Forest Science. 2008;54(5):490-496","Mean.dispersal.distance.m.","4050","MeanDispersalDistance","Flores","m",NA
"Ailanthus altissima","Ailanthus altissima","Ailanthus altissima","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","gbif","GBIF:3190653",NA,"S‰umel I, Kowarik I. Urban rivers as dispersal corridors for primarily wind-dispersed invasive tree species. Landscape and Urban Planning. 2010;94:244-249","Mean.dispersal.distance.m.","543.8857023","MeanDispersalDistance","Flores","m",NA
"Avena fatua","Avena fatua","Avena fatua","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705297",NA,"Shirtliffe SJ, Entz MH. Chaff collection reduces seed dispersal of wild oat (Avena fatua) by a combine harvester. Weed Science. 2005;53(4):465-470","Mean.dispersal.distance.m.","27.1245","MeanDispersalDistance","Flores","m",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959",NA,"Skarpaas O, Shea K. Dispersal patterns, dispersal mechanisms, and invasion wave speeds for invasive thistles. The American naturalist. 2007;170(3):421-30","Mean.dispersal.distance.m.","1.96","MeanDispersalDistance","Flores","m",NA
"Carduus nutans","Carduus nutans","Carduus nutans","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:8185959",NA,"Smith, Lane M., Kok LT. Dispersal of Musk Thistle (Carduus nutans) Seeds. Weed Science. 1984;32(1):120-125","Mean.dispersal.distance.m.","14.7349","MeanDispersalDistance","Flores","m",NA
"Carpobrotus edulis","Carpobrotus edulis","Carpobrotus edulis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","gbif","GBIF:3084842",NA,"Bourgeois K, Suehs CM, Vidal E, MÈdail F. Invasional meltdown potential: Facilitation between introduced plants and mammals on French Mediterranean islands. Ecoscience. 2005;12(2):248-256","Mean.dispersal.distance.m.","8.86","MeanDispersalDistance","Flores","m",NA
"Chaenorhinum minus","Chaenorhinum minus","Chaenorhinum minus","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:3171669",NA,"Arnold, Robert M. Population dynamics and seed dispersal of Chaenorrhinum minus on railroad cinder ballast. American Midland Naturalist.1981;106:1: 80-91","Mean.dispersal.distance.m.","0.084402913","MeanDispersalDistance","Flores","m",NA
"Cortaderia selloana","Cortaderia selloana","Cortaderia selloana","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704523",NA,"Saura-Mas, S , Lloret F. Wind effects on dispersal patterns of the invasive alien Cortaderia selloana in Mediterranean wetlands. Acta Oecologica. 2005;27:129-133","Mean.dispersal.distance.m.","12.22","MeanDispersalDistance","Flores","m",NA
"Cynara cardunculus","Cynara cardunculus","Cynara cardunculus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3112364",NA,"Marushia RG, Holt JS. The Effects of Habitat on Dispersal Patterns of an Invasive Thistle, Cynara Cardunculus. Biological Invasions. 2006;8(4):577-594","Mean.dispersal.distance.m.","10.1","MeanDispersalDistance","Flores","m",NA
"Cytisus scoparius","Cytisus scoparius","Cytisus scoparius","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5354656",NA,"Bossard CC. The Role of Habitat Disturbance, Seed Predation and Ant Dispersal on Establishment of the Exotic Shrub Cytisus scoparius in California. American Midland Naturalist. 1991;126(1):1","Mean.dispersal.distance.m.","1","MeanDispersalDistance","Flores","m",NA
"Cytisus scoparius","Cytisus scoparius","Cytisus scoparius","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","gbif","GBIF:5354656",NA,"Bossard CC. The Role of Habitat Disturbance, Seed Predation and Ant Dispersal on Establishment of the Exotic Shrub Cytisus scoparius in California. American Midland Naturalist. 1991;126(1):2","Mean.dispersal.distance.m.","1","MeanDispersalDistance","Flores","m",NA
"Erodium botrys","Erodium botrys","Erodium botrys","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891628",NA,"Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1020","Mean.dispersal.distance.m.","0.762","MeanDispersalDistance","Flores","m",NA
"Erodium botrys","Erodium botrys","Erodium botrys","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891628",NA,"Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1024","Mean.dispersal.distance.m.","0.081","MeanDispersalDistance","Flores","m",NA
"Erodium brachycarpum","Erodium brachycarpum","Erodium brachycarpum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891617",NA,"Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1021","Mean.dispersal.distance.m.","0.749","MeanDispersalDistance","Flores","m",NA
"Erodium brachycarpum","Erodium brachycarpum","Erodium brachycarpum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891617",NA,"Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1025","Mean.dispersal.distance.m.","0.064","MeanDispersalDistance","Flores","m",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993",NA,"Stamp NE. Efficacy of Explosive vs. Hygroscopic Seed Dispersal by an Annual Grassland Species. American Journal of Botany. 1989;76(4):555-561","Mean.dispersal.distance.m.","0.556","MeanDispersalDistance","Flores","m",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993",NA,"Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1023","Mean.dispersal.distance.m.","0.542","MeanDispersalDistance","Flores","m",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993",NA,"Stamp NE. Efficacy of Explosive vs. Hygroscopic Seed Dispersal by an Annual Grassland Species. American Journal of Botany. 1989;76(4):555-561.","Mean.dispersal.distance.m.","0.07","MeanDispersalDistance","Flores","m",NA
"Erodium moschatum","Erodium moschatum","Erodium moschatum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:9419993",NA,"Stamp NE. Seed Dispersal of Four Sympatric Grassland Annual Species of Erodium. Journal of Ecology. 1989;77(4):1005-1027","Mean.dispersal.distance.m.","0.078","MeanDispersalDistance","Flores","m",NA
"Eschscholzia californica","Eschscholzia californica","Eschscholzia californica","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","gbif","GBIF:2888380",NA,"Heijting, S, Van Der Werf, W, Kropff M. Seed dispersal by forage harvester and rigid-tine cultivator in maize. Weed Research. 2009;49:153-167","Mean.dispersal.distance.m.","4.225","MeanDispersalDistance","Flores","m",NA
"Geranium molle","Geranium molle","Geranium molle","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","gbif","GBIF:2891488",NA,"Stamp, Nancy E., and Jeffrey R. Lucas. Ecological correlates of explosive seed dispersal.Oecologia. 1983;59:2-3 : 272-278","Mean.dispersal.distance.m.","1.785","MeanDispersalDistance","Flores","m",NA
"Helianthus annus","Helianthus annus","Helianthus annuus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:9206251",NA,"Groves JH, Williams DG, Caley P, Norris RH, Caitcheon G. Modelling of floating seed dispersal in a fluvial environment. River Research and Applications. 2009;25:582-592","Mean.dispersal.distance.m.","338.85","MeanDispersalDistance","Flores","m",NA
"Impatiens glandulifera","Impatiens glandulifera","Impatiens glandulifera","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","gbif","GBIF:2891770",NA,"Beerling DJ, Perrins JM, Perrinst M. Impatiens glandulifera Royle ( Impatiens roylei Walp .). Society. 2011;81:2:367-382","Mean.dispersal.distance.m.","1.5618","MeanDispersalDistance","Flores","m",NA
"Lepidium campestre","Lepidium campestre","Lepidium campestre","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","gbif","GBIF:7703116",NA,"Thiede, D. A. and Augspurger, C. K. Intraspecific variation in seed dispersion of Lepidium campestre (Brassicaceae). - American Journal of Botany.1996;83: 856-866.","Mean.dispersal.distance.m.","0.905506678","MeanDispersalDistance","Flores","m",NA
"Linaria maroccana","Linaria maroccana","Linaria maroccana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5415016",NA,"Heijting, S, Van Der Werf, W, Kropff M. Seed dispersal by forage harvester and rigid-tine cultivator in maize. Weed Research. 2009;49:153-168","Mean.dispersal.distance.m.","11.725","MeanDispersalDistance","Flores","m",NA
"Linaria vulgaris","Linaria vulgaris","Linaria vulgaris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","gbif","GBIF:5415020",NA,"Nadeau LB, King JR. Seed dispersal and seedling establishment of Linaria vulgaris Mill . Canadian Journal of Plant Sciences. 1991;782:771-782.","Mean.dispersal.distance.m.","0.5","MeanDispersalDistance","Flores","m",NA
"Panicum miliaceum","Panicum miliaceum","Panicum miliaceum","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2705090",NA,"McCanny, Stephen J., and Paul B. Cavers. Parental effects on spatial patterns of plants: a contingency table approach. Ecology.1989;70:2 368-378.","Mean.dispersal.distance.m.","0.5","MeanDispersalDistance","Flores","m",NA
