publi_name,kingdom,phylum,class,order,family,genus,SpeciesChecked,temp,Locomotion_mode,Locomotion_secondary,Mobility,order_common_name
Asellus_aquaticus,Animalia,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus,Asellus aquaticus,ectotherm,crawling,swimming,mobile,crustaceans
Edotia_triloba,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Edotia,Edotia triloba,ectotherm,crawling,NA,mobile,crustaceans
Haplophthalmus_danicus,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Haplophthalmus,Haplophthalmus danicus,ectotherm,crawling,NA,mobile,crustaceans
Haplophthalmus_mengii,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Haplophthalmus,Haplophthalmus mengii,ectotherm,crawling,NA,mobile,crustaceans
Idotea_balthica,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Idotea balthica,ectotherm,crawling,swimming,mobile,crustaceans
Idotea_chelipes,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Idotea chelipes,ectotherm,crawling,swimming,mobile,crustaceans
Idotea_granulosa,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,Idotea granulosa,ectotherm,crawling,swimming,mobile,crustaceans
Ligia_oceanica,Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligia,Ligia oceanica,ectotherm,crawling,NA,mobile,crustaceans
Ligidium_hypnorum,Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Ligidium,Ligidium hypnorum,ectotherm,crawling,NA,mobile,crustaceans
Oniscus_asellus,Animalia,Arthropoda,Malacostraca,Isopoda,Oniscidae,Oniscus,Oniscus asellus,ectotherm,crawling,NA,mobile,NA
Philoscia_muscorum,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,Philoscia muscorum,ectotherm,crawling,NA,mobile,crustaceans
Platyarthrus_hoffmannseggii,Animalia,Arthropoda,Malacostraca,Isopoda,Platyarthridae,Platyarthrus,Platyarthrus hoffmannseggii,ectotherm,crawling,NA,mobile,crustaceans
Porcellio_scaber,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,Porcellio scaber,ectotherm,crawling,NA,mobile,crustaceans
Porcellio_spinicornis,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,Porcellio spinicornis,ectotherm,crawling,NA,mobile,crustaceans
Porcellionides_cingendus,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellionides,Porcellionides cingendus,ectotherm,crawling,NA,mobile,crustaceans
Porcellionides_pruinosus,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellionides,Porcellionides pruinosus,ectotherm,crawling,NA,mobile,crustaceans
Proasellus_meridianus,Animalia,Arthropoda,Malacostraca,Isopoda,Asellidae,Proasellus,Proasellus meridianus,ectotherm,crawling,swimming,mobile,crustaceans
Trachelipus_rathkii,Animalia,Arthropoda,Malacostraca,Isopoda,Trachelipodidae,Trachelipus,Trachelipus rathkii,ectotherm,crawling,NA,mobile,crustaceans
Trichoniscus_pusillus,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,ectotherm,crawling,NA,mobile,crustaceans
Trichoniscus_pygmaeus,Animalia,Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pygmaeus,ectotherm,crawling,NA,mobile,crustaceans
Aetideus_armatus,Animalia,Arthropoda,Maxillopoda,Calanoida,Aetideidae,Aetideus,Aetideus armatus,ectotherm,swimming,NA,mobile,crustacean
Calanoides_carinatus,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanoides,Calanoides carinatus,ectotherm,swimming,NA,mobile,crustacean
Calanus_finmarchicus,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,Calanus finmarchicus,ectotherm,swimming,NA,mobile,crustacean
Calanus_glacialis,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,Calanus glacialis,ectotherm,swimming,NA,mobile,crustacean
Calanus_helgolandicus,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,Calanus helgolandicus,ectotherm,swimming,NA,mobile,crustacean
Calanus_hyperboreus,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,Calanus hyperboreus,ectotherm,swimming,NA,mobile,crustacean
Centropages_chierchiae,Animalia,Arthropoda,Maxillopoda,Calanoida,Centropagidae,Centropages,Centropages chierchiae,ectotherm,swimming,NA,mobile,copepods
Centropages_hamatus,Animalia,Arthropoda,Maxillopoda,Calanoida,Centropagidae,Centropages,Centropages hamatus,ectotherm,swimming,NA,mobile,copepods
Euchaeta_acuta,Animalia,Arthropoda,Maxillopoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta acuta,ectotherm,swimming,NA,mobile,crustacean
Heterohabdus_norvegicus,Animalia,Arthropoda,Maxillopoda,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus norvegicus,ectotherm,swimming ,planktonic,mobile,NA
Isias_clavipes,Animalia,Arthropoda,Maxillopoda,Calanoida,Centropagidae,Isias,Isias clavipes,ectotherm,swimming,NA,mobile,copepods
Metridia_longa,Animalia,Arthropoda,Maxillopoda,Calanoida,Metridinidae,Metridia,Metridia longa,ectotherm,swimming,NA,mobile,crustacean
Metridia_lucens,Animalia,Arthropoda,Maxillopoda,Calanoida,Metridinidae,Metridia,Metridia lucens,ectotherm,swimming,NA,mobile,crustacean
Euchaeta_hebes,Animalia,Arthropoda,Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta hebes,ectotherm,swimming,NA,mobile,crustacean
Pleuromamma_abdominalis,Animalia,Arthropoda,Maxillopoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis,ectotherm,swimming,NA,mobile,crustacean
Pleuromamma_borealis,Animalia,Arthropoda,Maxillopoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma borealis,ectotherm,swimming,NA,mobile,crustacean
Pleuromamma_gracilis,Animalia,Arthropoda,Maxillopoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma gracilis,ectotherm,swimming,NA,mobile,crustacean
Pleuromamma_robusta,Animalia,Arthropoda,Maxillopoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma robusta,ectotherm,swimming,NA,mobile,crustacean
Temora_stylifera,Animalia,Arthropoda,Maxillopoda,Calanoida,Temoridae,Temora,Temora stylifera,ectotherm,swimming,NA,mobile,copepods
Undeuchaeta_major,Animalia,Arthropoda,Maxillopoda,Calanoida,Aetideidae,Undeuchaeta,Undeuchaeta major,ectotherm,swimming,NA,mobile,crustacean
Undeuchaeta_plumosa,Animalia,Arthropoda,Maxillopoda,Calanoida,Aetideidae,Undeuchaeta,Undeuchaeta plumosa,ectotherm,swimming,NA,mobile,crustacean
Austromegabalanus_nigrescens,Animalia,Arthropoda,Maxillopoda,Sessilia,Balanidae,Austromegabalanus,Austromegabalanus nigrescens,ectotherm,sessile,NA,sessile,crustacean
Catomerus_polymerus,Animalia,Arthropoda,Maxillopoda,Sessilia,Catophragmidae,Catomerus,Catomerus polymerus,ectotherm,sessile,NA,sessile,crustacean
Chamaesipho_tasmanica,Animalia,Arthropoda,Maxillopoda,Sessilia,Chthamalidae,Chamaesipho,Chamaesipho tasmanica,ectotherm,sessile,NA,sessile,crustacean
Chthamalus_antennatus,Animalia,Arthropoda,Maxillopoda,Sessilia,Chthamalidae,Chthamalus,Chthamalus antennatus,ectotherm,sessile,NA,sessile,barnacles
Chthamalus_malayensis,Animalia,Arthropoda,Maxillopoda,Sessilia,Chthamalidae,Chthamalus,Chthamalus malayensis,ectotherm,sessile,NA,sessile,barnacles
Chthamalus_montagui,Animalia,Arthropoda,Maxillopoda,Sessilia,Chthamalidae,Chthamalus,Chthamalus montagui,ectotherm,sessile,NA,sessile,crustacean
Chthamalus_stellatus,Animalia,Arthropoda,Maxillopoda,Sessilia,Chthamalidae,Chthamalus,Chthamalus stellatus,ectotherm,sessile,NA,sessile,barnacles
Chthamalus_withersii,Animalia,Arthropoda,Maxillopoda,Sessilia,Chthamalidae,Eurapha,NA,ectotherm,sessile,NA,sessile,barnacles
Semibalanus_balanoides,Animalia,Arthropoda,Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,Semibalanus balanoides,ectotherm,sessile,NA,sessile,crustacean
Tetraclita_rubescens,Animalia,Arthropoda,Maxillopoda,Sessilia,Tetraclitidae,Tetraclita,Tetraclita rubescens,ectotherm,sessile,NA,sessile,crustacean
Tetraclitella_purpurascens,Animalia,Arthropoda,Maxillopoda,Sessilia,Tetraclitidae,Tetraclitella,Tetraclitella purpurascens,ectotherm,sessile,NA,sessile,crustacean
Eusarsiella_zostericola,Animalia,Arthropoda,Ostracoda,Myodocopida,Sarsiellidae,Eusarsiella,Eusarsiella zostericola,ectotherm,swimming,planktonic,facultatively mobile,crustaceans
Pterothrissus_belloci,Animalia,Chordata,Actinopterygii,Albuliformes,Albulidae,Pterothrissus,Nemoossis belloci,ectotherm,swimming,NA,mobile,fish
Anguilla_anguilla,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,ectotherm,swimming,NA,mobile,fish
Bathyuroconger_vicinus,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Bathyuroconger,Bathyuroconger vicinus,ectotherm,swimming,NA,mobile,fish
Conger_verreauxi,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Conger,Conger verreauxi,ectotherm,swimming,NA,mobile,fish
Nemichthys_scolopaceus,Animalia,Chordata,Actinopterygii,Anguilliformes,Nemichthyidae,Nemichthys,Nemichthys scolopaceus,ectotherm,swimming,NA,mobile,fish
Bassanago_albescens,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Pseudoxenomystax,Bassanago albescens,ectotherm,swimming,NA,mobile,fish
Synaphobranchus_kaupii,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae,Synaphobranchus,Synaphobranchus kaupii,ectotherm,swimming,NA,mobile,fish
Argentina_sialis,Animalia,Chordata,Actinopterygii,Argentiniformes,Argentinidae,Argentina,Argentina sialis,ectotherm,swimming,NA,mobile,fish
Bathylagus_wesethi,Animalia,Chordata,Actinopterygii,Argentiniformes,Bathylagidae,Bathylagoides,Bathylagoides wesethi,ectotherm,swimming,NA,mobile,fish
Bathylagus_pacificus,Animalia,Chordata,Actinopterygii,Argentiniformes,Bathylagidae,Bathylagus,Bathylagus pacificus,ectotherm,swimming,NA,mobile,fish
Leuroglossus_stilbius,Animalia,Chordata,Actinopterygii,Argentiniformes,Bathylagidae,Bathylagus,Leuroglossus stilbius,ectotherm,swimming,NA,mobile,fish
Glossanodon_semifasciatus,Animalia,Chordata,Actinopterygii,Argentiniformes,Argentinidae,Glossanodon,Glossanodon semifasciatus,ectotherm,swimming,NA,mobile,fish
Bathylagus_ochotensis,Animalia,Chordata,Actinopterygii,Argentiniformes,Bathylagidae,Lipolagus,Lipolagus ochotensis,ectotherm,swimming,NA,mobile,fish
Nansenia_candida,Animalia,Chordata,Actinopterygii,Argentiniformes,Microstomatidae,Nansenia,Nansenia candida,ectotherm,swimming,NA,mobile,fish
Atherina_presbyter,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,Atherina presbyter,ectotherm,swimming,NA,mobile,fish
Chlorophthalmus_atlanticus,Animalia,Chordata,Actinopterygii,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,Chlorophthalmus atlanticus,ectotherm,swimming,NA,mobile,fish
Lestidiops_ringens,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae,Lestidiops,Lestidiops ringens,ectotherm,swimming,NA,mobile,fish
Saurida_brasiliensis,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Saurida,Saurida brasiliensis,ectotherm,swimming,NA,mobile,fish
Synodus_foetens,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Synodus,Synodus foetens,ectotherm,swimming,NA,mobile,fish
Synodus_poeyi,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Synodus,Synodus poeyi,ectotherm,swimming,NA,mobile,fish
Halobatrachus_didactylus,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Halobatrachus,Halobatrachus didactylus,ectotherm,swimming,NA,mobile,fish
Porichthys_notatus,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,Porichthys notatus,ectotherm,swimming,NA,mobile,fish
Porichthys_plectrodon,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,Porichthys plectrodon,ectotherm,swimming,NA,mobile,fish
Cololabis_saira,Animalia,Chordata,Actinopterygii,Beloniformes,Belonidae,Cololabis,Cololabis saira,ectotherm,swimming,NA,mobile,fish
Hoplostethus_cadenati,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,Hoplostethus,Hoplostethus cadenati,ectotherm,swimming,NA,mobile,fish
Hopolostethus_atlanticus,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,Hoplostethus,Hoplostethus atlanticus,ectotherm,swimming,NA,mobile,fish
Melamphaes_lugubris,Animalia,Chordata,Actinopterygii,Beryciformes,Melamphaidae,Melamphaes,Melamphaes lugubris,ectotherm,swimming,NA,mobile,fish
Poromitra_crassiceps,Animalia,Chordata,Actinopterygii,Beryciformes,Melamphaidae,Poromitra,Poromitra crassiceps,ectotherm,swimming,NA,mobile,fish
Scopelogadus_bispinosus,Animalia,Chordata,Actinopterygii,Beryciformes,Melamphaidae,Scopelogadus,Scopelogadus bispinosus,ectotherm,swimming,NA,mobile,fish
Chloroscombrus_chrysurus,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Chloroscombrus,Chloroscombrus chrysurus,ectotherm,swimming,NA,mobile,fish
Selene_dorsalis,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Selene,Selene dorsalis,ectotherm,swimming,NA,mobile,fish
Trachurus_capensis,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Trachurus,Trachurus capensis,ectotherm,swimming,NA,mobile,fish
Trachurus_lathami,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Trachurus,Trachurus lathami,ectotherm,swimming,NA,mobile,fish
Trachurus_symmetricus,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Trachurus,Trachurus symmetricus,ectotherm,swimming,NA,mobile,fish
Ambloplites_rupestris,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Ambloplites,Ambloplites rupestris,ectotherm,swimming,NA,mobile,fish
Aplodactylus_arctidens,Animalia,Chordata,Actinopterygii,Centrarchiformes,Aplodactylidae,Aplodactylus,Aplodactylus arctidens,ectotherm,swimming,NA,mobile,fish
Atypichthys_strigatus,Animalia,Chordata,Actinopterygii,Centrarchiformes,Kyphosidae,Atypichthys,Atypichthys strigatus,ectotherm,swimming,NA,mobile,fish
Cheilodactylus_nigripes,Animalia,Chordata,Actinopterygii,Centrarchiformes,Cheilodactylidae,Cheilodactylus,Cheilodactylus nigripes,ectotherm,swimming,NA,mobile,fish
Cheilodactylus_spectabilis,Animalia,Chordata,Actinopterygii,Centrarchiformes,Cheilodactylidae,Cheilodactylus,Cheilodactylus spectabilis,ectotherm,swimming,NA,mobile,fish
Dactylophora_nigricans,Animalia,Chordata,Actinopterygii,Centrarchiformes,Cheilodactylidae,Dactylophora,Dactylophora nigricans,ectotherm,swimming,NA,mobile,fish
Enoplosus_armatus,Animalia,Chordata,Actinopterygii,Centrarchiformes,Enoplosidae,Enoplosus,Enoplosus armatus,ectotherm,swimming,NA,mobile,fish
Girella_elevata,Animalia,Chordata,Actinopterygii,Centrarchiformes,Kyphosidae,Girella,Girella elevata,ectotherm,swimming,NA,mobile,fish
Girella_tricuspidata,Animalia,Chordata,Actinopterygii,Centrarchiformes,Kyphosidae,Girella,Girella tricuspidata,ectotherm,swimming,NA,mobile,fish
Girella_zebra,Animalia,Chordata,Actinopterygii,Centrarchiformes,Kyphosidae,Girella,Girella zebra,ectotherm,swimming,NA,mobile,fish
Kyphosus_sydneyanus,Animalia,Chordata,Actinopterygii,Centrarchiformes,Kyphosidae,Kyphosus,Kyphosus sydneyanus,ectotherm,swimming,NA,mobile,fish
Latridopsis_forsteri,Animalia,Chordata,Actinopterygii,Centrarchiformes,Latridae,Latridopsis,Latridopsis forsteri,ectotherm,swimming,NA,mobile,fish
Latris_lineata,Animalia,Chordata,Actinopterygii,Centrarchiformes,Latridae,Latris,Latris lineata,ectotherm,swimming,NA,mobile,fish
Lepomis_gibbosus,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Lepomis,Lepomis gibbosus,ectotherm,swimming,NA,mobile,fish
Lepomis_macrochirus,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Lepomis,Lepomis macrochirus,ectotherm,swimming,NA,mobile,fish
Micropterus_dolomieu,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Micropterus,Micropterus dolomieu,ectotherm,swimming,NA,mobile,fish
Micropterus_salmoides,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,Micropterus,Micropterus salmoides,ectotherm,swimming,NA,mobile,fish
Scorpis_aequipinnis,Animalia,Chordata,Actinopterygii,Centrarchiformes,Kyphosidae,Scorpis,Scorpis aequipinnis,ectotherm,swimming,NA,mobile,fish
Scorpis_lineolata,Animalia,Chordata,Actinopterygii,Centrarchiformes,Kyphosidae,Scorpis,Scorpis lineolata,ectotherm,swimming,NA,mobile,fish
Chaetodon_hoefleri,Animalia,Chordata,Actinopterygii,Chaetodontiformes,Chaetodontidae,Chaetodon,Chaetodon hoefleri,ectotherm,swimming,NA,mobile,fish
Alosa_pseudoharengus,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa pseudoharengus,ectotherm,swimming,NA,mobile,fish
Alosa_sapidissima,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa sapidissima,ectotherm,swimming,NA,mobile,fish
Anchoa_hepsetus,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,Anchoa hepsetus,ectotherm,swimming,NA,mobile,fish
Clupea_harengus,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea harengus,ectotherm,swimming,NA,mobile,fish
Clupea_pallasi,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,ectotherm,swimming,NA,mobile,fish
Clupea_pallasii,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,Clupea pallasii,ectotherm,swimming,NA,mobile,fish
Engraulis_mordax,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,Engraulis mordax,ectotherm,swimming,NA,mobile,fish
Harengula_jaguana,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Harengula,Harengula jaguana,ectotherm,swimming,NA,mobile,fish
Sardinella_aurita,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,Sardinella aurita,ectotherm,swimming,NA,mobile,fish
Sardinops_sagax,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinops,Sardinops sagax,ectotherm,swimming,NA,mobile,fish
Sprattus_sprattus,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,Sprattus sprattus,ectotherm,swimming,NA,mobile,fish
Chrosomus_eos,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Chrosomus,Chrosomus eos,ectotherm,swimming,NA,mobile,fish
Luxilus_cornutus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Luxilus,Luxilus cornutus,ectotherm,swimming,NA,mobile,fish
Notemigonus_crysoleucas,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Notemigonus,Notemigonus crysoleucas,ectotherm,swimming,NA,mobile,fish
Notropis_atherinoides,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis atherinoides,ectotherm,swimming,NA,mobile,fish
Notropis_heterolepis,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Notropis,Notropis heterolepis,ectotherm,swimming,NA,mobile,fish
Pimephales_notatus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,Pimephales notatus,ectotherm,swimming,NA,mobile,fish
Semotilus_atromaculatus,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Semotilus,Semotilus atromaculatus,ectotherm,swimming,NA,mobile,fish
Albatrossia_pectoralis,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Albatrossia,Albatrossia pectoralis,ectotherm,swimming,NA,mobile,fish
Antimora_rostrata,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,Antimora,Antimora rostrata,ectotherm,swimming,NA,mobile,fish
Boreogadus_saida,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Boreogadus,Boreogadus saida,ectotherm,swimming,NA,mobile,fish
Brosme_brosme,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Brosme,Brosme brosme,ectotherm,swimming,NA,mobile,fish
Caelorinchus_braueri,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Caelorinchus,Coelorinchus braueri,ectotherm,swimming,NA,mobile,fish
Caelorinchus_simorhynchus,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Caelorinchus,Coelorinchus simorhynchus,ectotherm,swimming,NA,mobile,fish
Coryphaenoides_rupestris,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,Coryphaenoides rupestris,ectotherm,swimming,NA,mobile,fish
Enchelyopus_cimbrius,Animalia,Chordata,Actinopterygii,Gadiformes,Gaidropsaridae,Enchelyopus,Enchelyopus cimbrius,ectotherm,swimming,NA,mobile,fish
Rhinonemus_cimbrius,Animalia,Chordata,Actinopterygii,Gadiformes,Gaidropsaridae,Enchelyopus,Enchelyopus cimbrius,ectotherm,swimming,NA,mobile,fish
Gadela_imberbis,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,Gadella,Gadella imberbis,ectotherm,swimming,NA,mobile,fish
Gadus_chalcogrammus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,ectotherm,swimming,NA,mobile,fish
Gadus_macrocephalus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,ectotherm,swimming,NA,mobile,fish
Gadus_morhua,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus morhua,ectotherm,swimming,NA,mobile,fish
Theragra_chalcogramma,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,ectotherm,swimming,NA,mobile,fish
Lucigadus_ori,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Lucigadus,Lucigadus ori,ectotherm,swimming,NA,mobile,fish
Macrourus_berglax,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Macrourus,Macrourus berglax,ectotherm,swimming,NA,mobile,fish
Malacocephalus_laevis,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Malacocephalus,Malacocephalus laevis,ectotherm,swimming,NA,mobile,fish
Malacocephalus_occidentalis,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Malacocephalus,Malacocephalus occidentalis,ectotherm,swimming,NA,mobile,fish
Melanogrammus_aeglefinus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,ectotherm,swimming,NA,mobile,fish
Merlangius_merlangus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,ectotherm,swimming,NA,mobile,fish
Merluccius_bilinearis,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,ectotherm,swimming,NA,mobile,fish
Merluccius_paradoxus,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius paradoxus,ectotherm,swimming,NA,mobile,fish
Merluccius_polli,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius polli,ectotherm,swimming,NA,mobile,fish
Merluccius_productus,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius productus,ectotherm,swimming,NA,mobile,fish
Microgadus_proximus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Microgadus,Microgadus proximus,ectotherm,swimming,NA,mobile,fish
Micromesistius_poutassou,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Micromesistius,Micromesistius poutassou,ectotherm,swimming,NA,mobile,fish
Molva_molva,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Molva,Molva molva,ectotherm,swimming,NA,mobile,fish
Nezumia_bairdii,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Nezumia,Nezumia bairdii,ectotherm,swimming,NA,mobile,fish
Phycis_chesteri,Animalia,Chordata,Actinopterygii,Gadiformes,Phycidae,Phycis,Phycis chesteri,ectotherm,swimming,NA,mobile,fish
Pollachius_virens,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Pollachius,Pollachius virens,ectotherm,swimming,NA,mobile,fish
Trachyrincus_scabrus,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Trachyrincus,Trachyrincus scabrus,ectotherm,swimming,NA,mobile,fish
Trisopterus_esmarkii,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,Trisopterus esmarkii,ectotherm,swimming,NA,mobile,fish
Trisopterus_luscus,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,Trisopterus luscus,ectotherm,swimming,NA,mobile,fish
Urophycis_chuss,Animalia,Chordata,Actinopterygii,Gadiformes,Phycidae,Urophycis,Urophycis chuss,ectotherm,swimming,NA,mobile,fish
Urophycis_regia,Animalia,Chordata,Actinopterygii,Gadiformes,Phycidae,Urophycis,Urophycis regia,ectotherm,swimming,NA,mobile,fish
Urophycis_tenuis,Animalia,Chordata,Actinopterygii,Gadiformes,Phycidae,Urophycis,Urophycis tenuis,ectotherm,swimming,NA,mobile,fish
Pomatoschistus_minutus,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,Pomatoschistus minutus,ectotherm,swimming,NA,mobile,fish
Sufflogobius_bibarbatus,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Sufflogobius,Sufflogobius bibarbatus,ectotherm,swimming,NA,mobile,fish
Istiompax_indica,Animalia,Chordata,Actinopterygii,Istiophoriformes,Istiophoridae,Istiompax,Istiompax indica,ectotherm,swimming,NA,mobile,fish
Vincentia_conspersa,Animalia,Chordata,Actinopterygii,Kurtiformes,Apogonidae,Vincentia,Vincentia conspersa,ectotherm,swimming,NA,mobile,fish
Haletta_semifasciata,Animalia,Chordata,Actinopterygii,Labriformes,Odacidae,Haletta,Haletta semifasciata,ectotherm,swimming,NA,mobile,fish
Odax_acroptilus,Animalia,Chordata,Actinopterygii,Labriformes,Odacidae,Heteroscarus,Heteroscarus acroptilus,ectotherm,swimming,NA,mobile,fish
Neoodax_balteatus,Animalia,Chordata,Actinopterygii,Labriformes,Odacidae,Neoodax,Neoodax balteatus,ectotherm,swimming,NA,mobile,fish
Notolabrus_fucicola,Animalia,Chordata,Actinopterygii,Labriformes,Labridae,Notolabrus,Notolabrus fucicola,ectotherm,swimming,NA,mobile,fish
